,geoid,county,state,median_rent,median_rent_moe,employee1_mean,employee1_sd,total_population,total_population_poverty,poverty_rate_pct,roi_2%_adopt,roi_1%_adopt
121,5019,Clark County,Arkansas,778.0,156.6,156000.0,660.0,21250.0,3762.0,20.3,5.355357423214537,-27.57245594701144
122,5021,Clay County,Arkansas,750.6666666666666,212.66666666666666,156000.0,660.0,14265.0,2812.0,20.0,-2.6689561845412055,-51.33447809227061
123,5023,Cleburne County,Arkansas,902.8888888888889,194.66666666666666,156000.0,660.0,25284.0,3256.0,13.0,24.96862823705794,-14.188422247446091
124,5025,Cleveland County,Arkansas,700.0,261.0,156000.0,660.0,7467.0,1114.0,15.1,-48.96394600444267,-74.48197300222134
125,5027,Columbia County,Arkansas,716.7142857142857,164.28571428571428,156000.0,660.0,22216.0,4509.0,22.2,10.312279067347951,-24.121487331787144
126,5029,Conway County,Arkansas,788.8333333333334,201.33333333333334,156000.0,660.0,21046.0,3746.0,18.0,4.315931648926283,-28.294236895453228
127,5031,Craighead County,Arkansas,997.5238095238095,145.85714285714286,156000.0,660.0,113017.0,18689.0,17.1,145.27361256008845,104.15833697488537
128,5033,Crawford County,Arkansas,808.2,166.33333333333334,156000.0,660.0,61075.0,9709.0,16.1,84.60529378160506,51.28858488509581
129,5035,Crittenden County,Arkansas,867.7894736842105,148.47368421052633,156000.0,660.0,47061.0,10118.0,21.8,70.42507204610952,16.402753073471274
130,5037,Cross County,Arkansas,751.1666666666666,118.33333333333333,156000.0,660.0,16601.0,3589.0,21.9,13.267795106807597,-43.3661024465962
131,5039,Dallas County,Arkansas,574.6666666666666,224.33333333333334,156000.0,660.0,6191.0,1192.0,20.1,-57.50323193263851,-78.75161596631925
132,5041,Desha County,Arkansas,681.2,191.4,156000.0,660.0,10771.0,2986.0,27.9,-26.33417152445155,-63.167085762225774
133,5043,Drew County,Arkansas,765.4,224.2,156000.0,660.0,16911.0,3387.0,20.8,15.326910749114584,-42.336544625442706
134,5045,Faulkner County,Arkansas,1058.6785714285713,157.39285714285714,156000.0,660.0,127665.0,17847.0,14.6,138.59195093182566,92.21249616206288
135,5047,Franklin County,Arkansas,824.8,265.4,156000.0,660.0,17271.0,2853.0,16.8,17.5439034294698,-41.2280482852651
136,5049,Fulton County,Arkansas,589.5,172.5,156000.0,660.0,12382.0,2099.0,17.2,-15.049712132733395,-57.5248560663667
137,5051,Garland County,Arkansas,957.3793103448276,198.0,156000.0,660.0,100089.0,17077.0,17.3,117.31145996159005,80.9359034137803
138,5053,Grant County,Arkansas,798.0,238.0,156000.0,660.0,18160.0,2387.0,13.3,23.70712655684102,-38.14643672157949
139,5055,Greene County,Arkansas,859.5454545454545,137.9090909090909,156000.0,660.0,46448.0,7401.0,16.3,68.23028736531039,14.909963265612102
140,5057,Hempstead County,Arkansas,749.1428571428571,87.14285714285714,156000.0,660.0,19453.0,4011.0,20.9,32.73601320494471,-33.631993397527644
141,5059,Hot Spring County,Arkansas,791.25,97.25,156000.0,660.0,33203.0,5339.0,17.4,64.56307371420901,13.116527318409585
142,5061,Howard County,Arkansas,703.6666666666666,67.33333333333333,156000.0,660.0,12557.0,2214.0,17.9,-14.185156499157136,-57.09257824957857
143,5063,Independence County,Arkansas,809.9,177.2,156000.0,660.0,37945.0,5525.0,15.0,87.97883328778423,29.189567688478768
144,5065,Izard County,Arkansas,573.5,135.0,156000.0,660.0,14048.0,2894.0,22.4,-3.56670918878104,-51.78335459439052
145,5067,Jackson County,Arkansas,690.0,219.33333333333334,156000.0,660.0,16624.0,3515.0,24.7,13.66189960686001,-43.16905019657
146,5069,Jefferson County,Arkansas,897.8636363636364,184.1818181818182,156000.0,660.0,64246.0,13011.0,22.2,93.92717022267682,58.79077072525519
147,5071,Johnson County,Arkansas,694.3333333333334,133.33333333333334,156000.0,660.0,26001.0,4815.0,18.9,29.178259141494433,-11.125922887612798
148,5073,Lafayette County,Arkansas,673.0,167.66666666666666,156000.0,660.0,6101.0,1429.0,23.7,-58.261880872024086,-79.13094043601204
149,5075,Lawrence County,Arkansas,693.3333333333334,242.5,156000.0,660.0,16205.0,2976.0,19.1,10.784481285250399,-44.607759357374796
150,5077,Lee County,Arkansas,777.6666666666666,167.66666666666666,156000.0,660.0,8364.0,2353.0,35.1,-42.98438955668159,-71.49219477834079
151,5079,Lincoln County,Arkansas,728.25,149.75,156000.0,660.0,12916.0,2265.0,25.2,-11.805826237129388,-55.90291311856469
152,5081,Little River County,Arkansas,732.8333333333334,363.6666666666667,156000.0,660.0,11821.0,1971.0,17.0,-19.29543088293024,-59.647715441465124
153,5083,Logan County,Arkansas,721.8333333333334,128.0,156000.0,660.0,21253.0,3919.0,18.7,5.5171472190847375,-27.423292980688785
154,5085,Lonoke County,Arkansas,1029.6666666666667,188.44444444444446,156000.0,660.0,75225.0,8529.0,11.5,126.61659193950865,85.32281110910375
155,5087,Madison County,Arkansas,637.75,201.5,156000.0,660.0,17486.0,2856.0,16.5,19.76951594352627,-40.115242028236864
156,5089,Marion County,Arkansas,794.75,140.75,156000.0,660.0,17254.0,2662.0,15.6,17.54840650965008,-41.22579674517496
157,5091,Miller County,Arkansas,863.6363636363636,206.36363636363637,156000.0,660.0,42552.0,9380.0,22.9,54.10792480163303,5.260806500579077
158,5093,Mississippi County,Arkansas,811.1428571428571,167.0,156000.0,660.0,38896.0,8269.0,21.8,92.68413795706446,32.42178950730268
159,5095,Monroe County,Arkansas,614.0,109.66666666666667,156000.0,660.0,6564.0,1612.0,24.9,-55.00359888948553,-77.50179944474277
160,5097,Montgomery County,Arkansas,645.6666666666666,143.0,156000.0,660.0,8556.0,1692.0,20.0,-41.4119741617402,-70.7059870808701
161,5099,Nevada County,Arkansas,792.6666666666666,242.0,156000.0,660.0,8181.0,1748.0,21.9,-44.26035906112669,-72.13017953056334
162,5101,Newton County,Arkansas,622.5,168.0,156000.0,660.0,7078.0,1357.0,19.4,-51.49424630935724,-75.74712315467862
163,5103,Ouachita County,Arkansas,736.0,126.625,156000.0,660.0,22049.0,3906.0,18.1,9.430653553142035,-24.741446986676983
164,5105,Perry County,Arkansas,717.6666666666666,48.666666666666664,156000.0,660.0,10063.0,1614.0,16.2,-31.262096131514834,-65.63104806575741
165,5107,Phillips County,Arkansas,658.1428571428571,143.71428571428572,156000.0,660.0,15304.0,5263.0,34.9,4.75085395426456,-47.62457302286772
166,5109,Pike County,Arkansas,1118.6666666666667,708.0,156000.0,660.0,10179.0,1895.0,19.1,-31.40912613290507,-65.70456306645254
167,5111,Poinsett County,Arkansas,680.5,132.875,156000.0,660.0,22495.0,4416.0,20.0,11.798155334578572,-23.073415672573283
168,5113,Polk County,Arkansas,680.8571428571429,244.71428571428572,156000.0,660.0,19337.0,3325.0,17.3,32.252606689866184,-33.8736966550669
169,5115,Pope County,Arkansas,917.6666666666666,158.13333333333333,156000.0,660.0,64065.0,9379.0,15.3,93.32303993803845,58.26594640886707
170,5117,Prairie County,Arkansas,674.0,197.66666666666666,156000.0,660.0,8069.0,1182.0,14.9,-44.80030100220051,-72.40015050110026
171,5119,Pulaski County,Arkansas,1082.15,183.9,156000.0,660.0,399145.0,67560.0,17.3,192.5973911968854,177.49785086815194
172,5121,Randolph County,Arkansas,677.0,166.0,156000.0,660.0,18837.0,3674.0,19.9,28.849924757170868,-35.575037621414566
173,5123,St. Francis County,Arkansas,709.4285714285714,105.28571428571429,156000.0,660.0,22451.0,6544.0,34.4,11.499326587780681,-23.299761018915124
174,5125,Saline County,Arkansas,1121.4074074074074,296.0740740740741,156000.0,660.0,127357.0,12335.0,9.8,137.87689702356326,91.56784575804541
175,5127,Scott County,Arkansas,687.3333333333334,238.66666666666666,156000.0,660.0,9805.0,2042.0,21.2,-32.95497281958358,-66.47748640979178
176,5129,Searcy County,Arkansas,644.6666666666666,217.66666666666666,156000.0,660.0,7918.0,1703.0,21.7,-45.778883575480194,-72.88944178774011
177,5131,Sebastian County,Arkansas,879.4666666666667,191.76666666666668,156000.0,660.0,129059.0,21673.0,17.1,141.6017801717521,94.83701559593875
178,5133,Sevier County,Arkansas,690.25,227.0,156000.0,660.0,15686.0,3203.0,20.6,7.247673229389541,-46.37616338530523
179,5135,Sharp County,Arkansas,780.8333333333334,195.16666666666666,156000.0,660.0,17810.0,3433.0,19.5,21.39388259350771,-39.303058703246144
180,5137,Stone County,Arkansas,573.3333333333334,147.0,156000.0,660.0,12575.0,2531.0,20.4,-13.67770722498713,-56.838853612493565
181,5139,Union County,Arkansas,825.5833333333334,232.0,156000.0,660.0,37752.0,6993.0,18.9,86.95008944654563,28.46387463951203
182,5141,Van Buren County,Arkansas,853.0,406.0,156000.0,660.0,16102.0,3127.0,19.6,9.482797697293881,-45.25860115135306
183,5143,Washington County,Arkansas,1149.2264150943397,177.9245283018868,156000.0,660.0,256054.0,35177.0,14.3,177.56396809042053,139.06621067482914
184,5145,White County,Arkansas,874.0,223.88888888888889,156000.0,660.0,77755.0,11907.0,15.9,134.78877917685782,92.29310757004954
185,5147,Woodruff County,Arkansas,623.0,48.5,156000.0,660.0,6049.0,1337.0,22.6,-58.54672544943692,-79.27336272471845
186,5149,Yell County,Arkansas,776.0,133.66666666666666,156000.0,660.0,20129.0,3235.0,16.3,-0.19749944220868831,-31.388544874052698
187,6001,Alameda County,California,2398.7423312883434,353.6319018404908,256830.0,4109.0,1628997.0,161918.0,10.1,201.02608440940477,193.3387795977563
188,6003,Alpine County,California,,,256830.0,4109.0,1190.0,193.0,16.3,,
189,6005,Amador County,California,1479.7777777777778,328.1111111111111,256830.0,4109.0,41412.0,3767.0,10.1,28.92444487491362,-16.24454629316477
190,6007,Butte County,California,1438.5283018867924,287.39622641509436,256830.0,4109.0,207303.0,37152.0,18.3,147.6821775535635,105.25179233183401
191,6009,Calaveras County,California,1666.1666666666667,328.5833333333333,256830.0,4109.0,46563.0,5561.0,12.1,44.54124975425018,-6.1803601292220485
192,6011,Colusa County,California,1242.0,129.66666666666666,256830.0,4109.0,21914.0,2324.0,10.7,-10.9298631269116,-42.64276709257231
193,6013,Contra Costa County,California,2412.7319587628867,414.28350515463916,256830.0,4109.0,1156966.0,99767.0,8.7,199.4488767618819,188.84176805574157
194,6015,Del Norte County,California,1352.5,281.875,256830.0,4109.0,27082.0,4088.0,16.5,9.828996282527882,-29.320574162679424
195,6017,El Dorado County,California,1931.3333333333333,461.4791666666667,256830.0,4109.0,192646.0,14477.0,7.6,151.67870942034745,112.88693496490487
196,6019,Fresno County,California,1507.9771689497718,255.29680365296804,256830.0,4109.0,1015190.0,185876.0,18.6,197.08654615618974,182.74166229871634
197,6021,Glenn County,California,1218.25,233.25,256830.0,4109.0,28339.0,3933.0,14.0,15.240372151971657,-25.779972893282032
198,6023,Humboldt County,California,1370.3142857142857,278.14285714285717,256830.0,4109.0,135010.0,23910.0,18.0,133.31997843410772,79.69511894840697
199,6025,Imperial County,California,1149.1025641025642,195.33333333333334,256830.0,4109.0,178713.0,36354.0,21.2,152.94359464757258,99.21204737490844
